Slno,Data Center Name,Company Name,URL to Website,Address,Postal,City,Market,State,Country,Power (MW),Tier Design,Whitespace
41,STT Bengaluru DC 3,STT GDC India,https://www.sttelemediagdc.com/,"within Whitefield,560066 Bengaluru,Karnataka, India",560066,Banagalore,Bangalore,Karnataka,India,18,Tier 3,"395,000 sq. ft."
42,Sify Bangalore,Sify Technologies Ltd,https://www.sifytechnologies.com/,"Cyber Park, Plot no:76/77, Doddathogaur Village,3rd Floor,560100 Electronic ,City Phase One,Karnataka, India",560100 ,Electronic City Phase One,Bangalore,Karnataka,India,2.3,Tier 3,"13,450 sq. ft."
43,Tata Communications Bangalore KIADB,Tata Communications,https://www.tatacommunications.com/,"Plot No.18, 19 & 20, Rd Number 7,KIADB Export Promotion Industrial Area,560066 Bangalore,Karnataka, India",560066,Bengaluru,Bangalore,Karnataka,India,Not Specified,Tier 3,Not Specified
44,Tata Communications Bangalore VSB,Tata Communications,https://www.tatacommunications.com/,"18, 2nd Cross Rd,560094 Bangalore,Karnataka, India",560094,Bengaluru,Bangalore,Karnataka,India,Not Specified,Tier 3,Not Specified
45,Trijit India Datacenter,"Trijit Technologies Pvt. Ltd.,",https://www.trijit.in/,"12th A Main Road & 14th A Cross Rd,560064 Bangalore,Karnataka, India",560064,Banagalore,Bangalore,Karnataka,India,Not Specified,Not Specified,Not Specified
46,CtrlS Bhopal DC1,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com,"within Badwai IT Park, Bhopal",462033,Bhopal,Bhopal,Madhya Pradesh,India,Not Specified,Not Specified,Not Specified
47,CtrlS Bhubaneswar DC1,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com,"CtrlS Datacenters Pvt Ltd
Infocity, Chandrasekharpur
751021 Bhubaneswar
India",751021,Bhubaneswar,Bhubaneswar,Odisha,India,5,Not Specified,Not Specified
48,Nxtra Bhubaneswar I,Nxtra by Airtel,https://www.nxtra.in/,"Nxtra by Airtel
Plot No. E-13/1, Chandaka Industrial Estate
4th Floor
751024 Bhubaneswar
India",751024,Bhubaneswar,Bhubaneswar,Odisha,India,1.8,Not Specified,Not Specified
49,AdaniConneX Chennai,AdaniConneX,https://www.adaniconnex.com,"SIPCOT IT Park, Plot No H15, Siruseri",603103,Chennai,Chennai,Tamil Nadu,India,17,Tier 3,"19,789 sq. m."
50,"CapitaLand Data Centre, Chennai 01",CapitaLand Data Centre,https://www.capitaland.com/,"Pattravakkam Road, 600098 Chennai,India",600098,Chennai,Chennai,Tamil Nadu,India,54,Not Specified,Not Specified
51,Cenmax Chennai,Cenmax,https://cenmax.org/,"19, 2nd main Road Ext, Balaji Nagar,600070 Anakaputhur,Tamil Nadu, India",600070,Anakaputhur,Chennai,Tamil Nadu,India,Not Specified,Tier 3,Not Specified
52,Colt Chennai,Colt Technology Services,https://www.coltdatacentres.net/,"within Ambattur, Chennai,600053 Ambattur,India",600053,Chennai,Chennai,Tamil Nadu,India,72,Tier 3,"76,000 sq. m."
53,CtrlS Chennai DC1,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/,"20, 3rd Main Rd,Ambattur Industrial Estate,600058,Chennai, India",600058,Chennai,Chennai,Tamil Nadu,India,Not Specified,Tier 4,Not Specified
54,CtrlS Chennai DC2,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com,"20, 3rd Main Rd, Ambattur Industrial Estate",600058,Chennai,Chennai,Tamil Nadu,India,27,Tier 4,"290,000 sq. ft."
55,Digital Connexion,Digital Connexion,https://digitalconnexion.com/,"Plot No 6, Madras Thiruvallur High Rd,600098 Chennai,Tamil Nadu, India",600098,Chennai,Chennai,Tamil Nadu,India,Not Specified,Not Specified,Not Specified
56,Equinix CN1,Equinix,https://www.equinix.com/,"SIPCOT IT Park, Plot H12,603103 Siruseri,India",603 103,Siruseri,Chennai,Tamil Nadu,India,24,Not Specified,12000 sq. m.
57,GDC - Chennai 1 Data Center,"NTT DATA, Inc.",https://services.global.ntt/en-us,"67, Mathiravedu, Velappanchavadi, Poonamallee high road",600077,Chennai,Chennai,Tamil Nadu,India,2,Not Specified,"1,500 sq. m."
58,GDC - Chennai 2 Data Center,"NTT DATA, Inc.",https://services.global.ntt/en-us,"Plot no.:08, Chennai Tiruvallur High Rd, Sai Nagar, Ambattur",600058,Chennai,Chennai,Tamil Nadu,India,34.8,Not Specified,Not Specified
59,Hindustan Global Cloud Data Center,HINDUSTAN INDUSTRIAL RESEARCH PRIVATE LIMITE,http://www.hindustancorporate.com/,"Century Plaza, No:560-562, Anna Salai, Thiru Vi Ka Kudiyiruppu, Teynampet,1st Floor,600018 Chennai,Tamil Nadu, India",600018,Chennai,Chennai,Tamil Nadu,India,Not Specified,Tier 3,Not Specified
60,Hostzop Cloud Services Pvt. Ltd.,Hostzop Cloud Services Pvt. Ltd.,https://www.hostzop.com,"SIPCOT, Siruseri, H 15",603103,Chennai,Chennai,Tamil Nadu,India,17,Tier 3,"3,500 sq. ft."
61,Iron Mountain Data Centers,Iron Mountain Data Centers,https://www.ironmountain.com/,"Plot No 83, MTH Road,Ambattur Industrial Estate,600 053 Ambattur,India",600 053,Ambattur,Chennai,Tamil Nadu,India,23.2,Not Specified,383540 sq. m.
62,Iron Mountain Data Centers CHN-2,Iron Mountain Data Centers,https://www.ironmountain.com/,"Plot No 84, MTH Road,Ambattur Industrial Estate,600 053 Ambattur,India",600 053,Ambattur,Chennai,Tamil Nadu,India,19,Not Specified,396075 sq. m.
63,Ishan Technologies Chennai,Ishan Infotech Limited,https://ishantechnologies.com/,"Fagun Towers,5th Floor,600008 Chennai,India",600008,Chennai,Chennai,Tamil Nadu,India,Not Specified,Tier 3,Not Specified
64,LNT CHN 1,L&T Cloudfiniti,https://larsentoubrovyoma.com/,"WR25+6WF, Kanchipuram,602108 Kanchipuram,India",602108,Kanchipuram,Chennai,Tamil Nadu,India,30,Not Specified,36046 sq. m.
65,Lumina Chennai,Lumina CloudInfra Private Limited,https://www.luminadc.com/,"within Ambattur,600053 Chennai,India",600053,Ambattur,Chennai,Tamil Nadu,India,216,Not Specified,Not Specified
66,Madras Thiruvallur High Rd (MAA10),Digital Realty,https://www.digitalrealty.com,"Digital RealtyMTH Road, Ambattur Industrial Estate",600058,Chennai,Chennai,Tamil Nadu,India,150,Not Specified,6189 sq. m.
67,Nxtra Chennai I,Nxtra by Airtel,https://www.nxtra.in/,"SIPCOT IT Park, 3rd cross street, First Main Road,F8, 7th Floor,603103 Siruseri,India",603103,Siruseri,Chennai,Tamil Nadu,India,3.5,Not Specified,Not Specified
68,Nxtra Chennai II,Nxtra by Airtel,https://www.nxtra.in/,"SIPCOT IT Park, 3rd cross street, First Main Road, A32& A33,603103 Siruseri, India",603 103,Siruseri,Chennai,Tamil Nadu,India,24,Not Specified,"25,000 sq. m."
69,Nxtra Chennai III,Nxtra by Airtel,https://www.nxtra.in/,"101 Santhome High Road,600028 Chennai,India",600028,Chennai,Chennai,Tamil Nadu,India,1.5,Not Specified,Not Specified
70,RackBank GigaCampus ONE,Rackbank Datacenters Pvt. Ltd.,https://www.rackbank.com/,"Walajabad Road,602106 Sriperumbudur,India",602106,Sriperumbudur,Chennai,Tamil Nadu,India,50,Not Specified,"275,425 sq. m."
71,Reliance IDC Chennai,Reliance Data Center,https://www.relianceidc.com/,"6 Haddows Rd,600006 Chenai,Tamilnadu, India",600006,Chennai,Chennai,Tamil Nadu,India,Not Specified,Not Specified,Not Specified
72,STT Chennai Ambattur Campus,STT GDC India,https://www.sttelemediagdc.com/,"226, Surapet Main Rd,600053 Chennai,India",600053,Chennai,Chennai,Tamil Nadu,India,Not Specified,Not Specified,Not Specified
73,STT Chennai DC 1,STT GDC India,https://www.sttelemediagdc.com,"Videsh Sanchar Bhavan, No.4, Swami Sivananda Salai",600002,Chennai,Chennai,Tamil Nadu,India,5,Not Specified,"80,000 sq. ft."
74,STT Chennai DC 2,STT GDC India,https://www.sttelemediagdc.com,"226, Surapet Main Rd, Kallikuppam",600053,Kallikuppam,Chennai,Tamil Nadu,India,45,Not Specified,"400,000 sq. ft."
75,STT Chennai DC 3,STT GDC India,https://www.sttelemediagdc.com/,"226, Surapet Main Rd,600053 Kallikuppam,India",600053,Kallikuppam,Chennai,Tamil Nadu,India,15,Not Specified,Not Specified
76,STT Chennai DC 4,STT GDC India,https://www.sttelemediagdc.com/,"226, Surapet Main Rd,600053 Chennai,India",600053,Chennai,Chennai,Tamil Nadu,India,18,Not Specified,Not Specified
77,STT Chennai DC 7,STT GDC India,https://www.sttelemediagdc.com/,"within Siruseri, Chennai,TBA Chennai,India",603103,Siruseri,Chennai,Tamil Nadu,India,9.5,Not Specified,Not Specified
78,Servernet Services Data Center,Servernet Services P Ltd,https://servernetservices.com/,"73, 1st Main Rd, Second Floor",600041,Chennai,Chennai,Tamil Nadu,India,Not Specified,Not Specified,Not Specified
79,"Sify Siruseri, Chennai 02",Sify Technologies Ltd,https://www.sifytechnologies.com/,"H11/A, Sipcot IT Park,603 103 Siruseri,India",603 103,Chennai,Chennai,Tamil Nadu,India,130,Tier 3,Not Specified
80,"Sify Tidel Park, Chennai",Sify Technologies Ltd,https://www.sifytechnologies.com/,"No:4, Rajiv Gandhi Salai, Taramani",600113,Chennai,Chennai,Tamil Nadu,India,1.6,Not Specified,Not Specified
81,TD Chennai TD-1,Techno Digital Infra Pvt. Ltd.,https://technodigital.in/,"SIPCOT IT Park, Third Cross Road,Plot No 17 / D21 - 1 & 17, Unit D21 - 2, 603103 ,Siruseri,India",603103,Siruseri,Chennai,Tamil Nadu,India,36,Not Specified,23000 sq. m.
82,Tata Communications Ambattur,Tata Communications,https://www.tatacommunications.com/,"No.226, Red Hills Road Kallikuppam, Ambattur,600053 Chennai,Tamil Nadu, India",600053,Chennai,Chennai,Tamil Nadu,India,Not Specified,Tier 3,Not Specified
83,Tata Communications Chennai,Tata Communications,https://www.tatacommunications.com/,"4 Swami Sivananda Salai,600002 Chennai,Tamil Nadu, India",600002,Chennai,Chennai,Tamil Nadu,India,Not Specified,Tier 3,Not Specified
84,Yotta Chennai-Oragadam DC Park,Yotta,https://yotta.com/,"Singaperumal - Oragadam Highway,603204 Oragadam,India",603204,Oragadam,Chennai,Tamil Nadu,India,140,Not Specified,Not Specified
85,ARIDE OCEAN-DC,ARIDE OCEAN INFOWAY PVT LTD,https://www.arideocean.com,"ARIDE OCEAN INFOWAY PVT LTD
within Kinfra, Kalamassery
683503 Ernakulam (Kochi / COCHIN)
Kerala, India",683503,Ernakulam,Cochin,Kerala,India,Not Specified,Tier 3,Not Specified
86,Benzy Infotech Data Center,Benzy Infotech PVT LTD,https://www.bidc.in,"Benzy Infotech PVT LTD
Manimala Road , Edapally
682024 Cochin
Kerala, India",682024,Cochin,Cochin,Kerala,India,Not Specified,Tier 3,Not Specified
87,DTS-NET India,DTS-NET,https://www.dts-net.com,"DTS-NET
Pulappayil Building, NH Road, Mamangalam,
682025 Cochin
Kerala, India",682025,Cochin,Cochin,Kerala,India,Not Specified,Not Specified,Not Specified
88,IxoraDC Cochin,Aabasoft Technologies India Pvt Ltd,https://www.ixoradc.com,"Aabasoft Technologies India Pvt Ltd
Chakolas Heights, Seaport - Airport Rd, Near Infopark
682037 Cochin
Kerala, India",682037,Cochin,Cochin,Kerala,India,Not Specified,Not Specified,Not Specified
89,Spectrum IT Park,Spectrum Softtech Solutions (P) Ltd.,https://www.spectrum.net.in,"Spectrum Softtech Solutions ( P ) Ltd.
Spectrum IT Park, Mahakavi G Road
682011 Ernakulam
Kerala, India",682011,Ernakulam,Cochin,Kerala,India,Not Specified,Tier 3,5110 sq. ft.
90,Stridx Cochin COK01,Stridx Technologies,https://stridx.com,"Stridx Technologies
within 10 km from the city centre
682042 Cochin
Kerala, India",682042,Cochin,Cochin,Kerala,India,Not Specified,Not Specified,Not Specified
91,ABTInfo.net,ABTInfo.net Data Center,https://abtinfocloud.com,"ABTInfo.net Data Center
Dr.MCET Campus, Udumalai Road, 04259237676,04259237777
642003 Pollachi
Tamilnadu, India",642003,Pollachi,Coimbatore,Tamil Nadu,India,Not Specified,Tier 3,Not Specified
92,AkashiQ,AkashiQ Data Care India Pvt. Ltd.,https://www.akashiq.com,"AkashiQ Data Care India Pvt.Ltd.
KCT Tech Park, Thudiyalur Rd
641 035 Coimbatore
Tamilnadu, India",641035,Coimbatore,Coimbatore,Tamil Nadu,India,Not Specified,Tier 3,4000 s. ft.
93,ServerCake Data Center,ServerCake WebHosting India Private Limited,https://www.servercake.in,"ServerCake WebHosting India Private Limited
41, Kamarajar Road, X Block
641042 Coimbatore
Tamil Nadu, India",641042,Coimbatore,Coimbatore,Tamil Nadu,India,100,Tier 3,2000 sq. ft.
94,BSNL Faridabad IDC,Bharat Sanchar Nigam Limited (BSNL) ” Operated in partnership with NTT (formerly Dimension Data).,https://bsnl.co.in/en,"BSNL Telephone Exchange Building, DLF Industrial Area",121001,Faridabad,Faridabad,Haryana,India,Not Specified,Not Specified,"10,000 - 11,000 sq. ft."
95,Pi Amaravati,Pi Datacenters,https://pidatacenters.com,"Survey# 49/P, Plot no -12, IT Park, Mangalagiri",522503,Mangalagiri,Guntur,Andhra Pradesh,India,Not Specified,Tier 4,Not Specified
96,Anant Raj Manesar,Anant Raj Cloud,https://www.anantrajcloud.com,"Anant Raj Cloud
Anant Raj Tech Park, Sector 8, Imt Manesar
122051 Gurugram
India",122051,Gurugram,Gurgaon,Haryana,India,21,Tier 3,"450,000 sq. m."
97,Catalyst Data Center,Catalyst Business Solutions,https://www.catalyst-us.com,"Catalyst Business Solutions
221, Udyog Vihar-IV, Gurgaon
122016 Gurgaon
Haryana, India",122016,Gurgaon,Gurgaon,Haryana,India,Not Specified,Tier 3,2000  sq. ft.
98,Nextra Data Center,Nextra Online Services,https://www.nextraone.com,"Nextra Online Services
Plot No- 17 and 18, Udyog Vihar, Phase 1
122016 Gurugram
Haryana, India",122016,Gurugram,Gurgaon,Haryana,India,0.4,Tier 3,"10,000 sq. ft."
99,Nxtra Manesar I,Nxtra by Airtel,https://www.nxtra.in,"Nxtra by Airtel
CP-05, Sector 8, IMT Manesar
1st Floor
122050 Manesar
India",122050,Manesar,Gurgaon,Haryana,India,8.5,Not Specified,Not Specified
100,Progression Infonet Data Center,Progression Infonet,https://www.progression.com,"Progression Infonet
55, Independent Electronic Modules, Electronic City, Sector 18,
122015 Gurgaon
Haryana, India",122015,Gurgaon,Gurgaon,Haryana,India,Not Specified,Not Specified,Not Specified
101,AdaniConneX Hyderabad,AdaniConneX,https://www.adaniconnex.com/,"AdaniConneX
Pargi Road
509410 Elkatta
India",509410,Elkatta,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
102,Amazon AWS HYD - FAB A,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
26, FAB City
Building A
501359 Kongar Khurd B
India",501359,Kongar Khurd B,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
103,Amazon AWS HYD - FAB B,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
26, FAB City
Building B
501359 Kongar Khurd B
India",501359,Kongar Khurd B,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
104,Amazon AWS HYD - FAB Campus,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
26, FAB City
501359 Kongar Khurd B
India",501359,Kongar Khurd B,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
105,Amazon AWS HYD - Kandukur A,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
Vavillakunta Thanda
Building A
501359 Vailkunta Tanda
India",501359,Vailkunta Tanda,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
106,Amazon AWS HYD - Kandukur B,Amazon AWS,https://ws.amazon.com/,"Amazon AWS
Vavillakunta Thanda
Building B
501359 Vailkunta Tanda
India",501359,Vailkunta Tanda,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
107,Amazon AWS HYD - Kandukur Campus,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
Vavillakunta Thanda
501359 Vailkunta Tanda
India",501359,Vailkunta Tanda,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
108,Amazon AWS HYD - Shahabad A,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
Hyathabad - Shahabad Rd
Building A
509217 Shahabad
India",509217,Shahabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
109,Amazon AWS HYD - Shahabad B,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
Hyathabad - Shahabad Rd
Building B
509217 Shahabad
India",509217,Shahabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
110,Amazon AWS HYD - Shahabad Campus,Amazon AWS,https://aws.amazon.com/,"Amazon AWS
Hyathabad - Shahabad Rd
509217 Shahabad
India",509217,Shahabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
111,BSNL Hyderabad IDC,BSNL IDC,https://www.bsnl.co.in/,"BSNL IDC
BSNL Telephone Exchange Opp. ICRI SAT
502319 Patancheru
Andhra Pradesh, India",502319,Patancheru,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
112,"CapitaLand Data Centre, Hyderabad 01",CapitaLand Data Centre,https://www.capitaland.com,"CapitaLand Data Centre
Madhapur, Serilingampally Mandal,
500081 Hyderabad
Telengana, India",500081,Hyderabad,Hyderabad,Telangana,India,40,Not Specified,Not Specified
113,CtrlS Chandanvelly Industrial Park,CtrlS Datacenters Pvt Ltd,https://www.ctrls.in/,"CtrlS Datacenters Pvt Ltd
Hayathabad - Shahabad Rd
509217 Shabad
India",509217,Shabad,Hyderabad,Telangana,India,600,Not Specified,Not Specified
114,CtrlS Hyderabad DC1,CtrlS Datacenters Pvt Ltd,https://www.ctrls.in/,"CtrlS Datacenters Pvt Ltd
Pioneer Towers, 20 Inorbit Mall Road
500081 Hyderabad
Telangana, India",500081,Hyderabad,Hyderabad,Telangana,India,Not Specified,Tier 4,Not Specified
115,CtrlS Hyderabad DC2,CtrlS Datacenters Pvt Ltd,https://www.ctrls.in/,"CtrlS Datacenters Pvt Ltd
Nanakramguda Financial District, Bombay stock exchange
500032 Hyderabad
India",500032,Hyderabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
116,CtrlS Hyderabad DC3,CtrlS Datacenters Pvt Ltd,https://www.ctrls.in/,"CtrlS Datacenters Pvt Ltd
within Gachibowli Financial District
500032 Hyderabad
India",500032,Hyderabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
117,CtrlS Hyderabad DC4,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-hyderabad,"CtrlS Datacenters Pvt Ltd
within Chandanvelly Industrial Park
509217 Machanpalle
India",509217,Machanpalle,Hyderabad,Telangana,India,600,Not Specified,Not Specified
118,Iron Mountain Data Centers HYD-1,Iron Mountain Data Centers,https://www.webwerks.in/hyderabad-data-center/,"Iron Mountain Data Centers
No. 185 Masidbanda Village, Kondapur
500084 Hyderabad
India",500084,Hyderabad,Hyderabad,Telangana,India,5.5,Not Specified,120000 sq. ft.
119,Kedia Data Center,Kedia Infotech Ltd.,http://www.kediainfo.com,"Kedia Infotech Ltd.
518, Swapnalok complex, S.D Road
500003 Secunderabad
AP, India",500003,Secunderabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
120,Kloudya Godavari,Kloudya Networks Limited,https://www.kloudyalimited.com,"Kloudya Networks Limited
Tanveer Residency, #201
500008 Gachibowli
Telangana, India",500008,Gachibowli,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
121,Microsoft HYD01,Microsoft,https://datacenters.microsoft.com,"Microsoft
within Mekaguda Industrial Area
509228 Mekaguda
India",509228,Mekaguda,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
122,Microsoft HYD04,Microsoft,https://datacenters.microsoft.com,"Microsoft
Pargi Road
509216 Shadnagar
India",509216,Shadnagar,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
123,Microsoft HYD11,Microsoft,https://www.microsoft.com/,"Microsoft
100 Feet Industrial Rd
501503 Chandenvelly
India",501503,Chandenvelly,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
124,Microsoft HYD11 - Building 1,Microsoft,https://www.microsoft.com/,"Microsoft
100 Feet Industrial Rd
501503 Chandenvelly
India",501503,Chandenvelly,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
125,Microsoft HYD11 - Building 2,Microsoft,https://www.microsoft.com/,"Microsoft
100 Feet Industrial Rd
501503 Chandenvelly
India",501503,Chandenvelly,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
126,Nettlinx Data Center,Nettlinx Limited,https://www.nettlinx.com,"Nettlinx Limited
My Home Sarovar Plaza, Secretariat Road
3rd Floor
500 063 Hyderabad
Telangana, India",500063,Hyderabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
127,Nxtra Hyderabad I,Nxtra by Airtel,https://www.nxtra.in/,"Nxtra by Airtel
within International Tech Park Hyderabad
500081 Hyderabad
India",500081,Hyderabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
128,RailTel Secunderabad Data Center,RailTel Corporation of India Ltd.,https://www.railtelindia.com/,"RailTel Corporation of India Ltd.
B-Block, Rail Nilayam
2nd Floor
500071 Secunderabad
Telengana, India",500071,Secunderabad,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
129,Reliance IDC Hyderabad,Reliance Data Center,https://www.relianceidc.com,"Reliance Data Center
Plot No: 25, HITEC City
500081 Telangana
Telangana, India",500081,Hyderabad,Hyderabad,Telangana,India,Not Specified,Tier 3,Not Specified
130,STT Hyderabad DC 1,STT GDC India,https://www.sttelemediagdc.in/,"STT GDC India
Videsh Sanchar Bhavan, CFC-1, HITEC City
500081 Madhapur
Telangana, India",500081,Madhapur,Hyderabad,Telangana,India,Not Specified,Not Specified,Not Specified
131,Sify Hyderabad,Sify Technologies Ltd,https://www.sifytechnologies.com/,"Survey No. 115/1, Street Name: Financial District, Nanakram Guda
500032 Hyderabad
Telangana, India",500032,Hyderabad,Hyderabad,Telangana,India,Not Specified,Tier 3,Not Specified
132,Tata Communications Hyderabad,Tata Communications,https://www.tatacommunications.com,"Tata Communications
Hitech City Main Rd
500081 Hyderabad
Andhra Pradesh, India",500081,Hyderabad,Hyderabad,Telangana,India,Not Specified,Tier 3,Not Specified
133,UPC-Volt Bharat,VOLT Data Centers,https://fromvolt.com,"VOLT Data Centers
within Bharat Future City
509358 Hyderabad
India",509358,Hyderabad,Hyderabad,Telangana,India,100,Not Specified,Not Specified
134,Dinclix GroundWorks,Dinclix GroundWorks,dinclixgroundworks.com,"Dinclix GroundWorks
55/1, Sanskriti Nagar
452010 Sukhliya
India",452010,Indore,Indore,Madhya Pradesh,India,Not Specified,Not Specified,Not Specified
135,RackBank DC Madya Pradesh,Rackbank Datacenters Pvt. Ltd.,https://www.rackbank.com,"Rackbank Datacenters Pvt. Ltd.
within Indore, Madhya Pradesh
452014 Indore
India",452014,Indore,Indore,Madhya Pradesh,India,Not Specified,Not Specified,Not Specified
136,RackBank DC SEZ 1,Rackbank Datacenters Pvt. Ltd.,https://www.rackbank.com,"Rackbank Datacenters Pvt. Ltd.
Crystal IT Park (SEZ), Ring Road
First Floor, Building 1
452016 Indore",452016,Indore,Indore,Madhya Pradesh,India,Not Specified,Tier 3,"3,252 sq. m."
137,BSNL Jaipur IDC,BSNL IDC,https://bsnl.co.in,"BSNL IDC
Sikar Rd, Sector 2, Fateh Singh Market, Vidyadhar Nagar
Sector 5, Ground & 1st Floor
302023 Jaipur
Rajasthan, India",302023,Jaipur,Jaipur,Rajasthan,India,Not Specified,Not Specified,Not Specified
138,DataFirst Jaipur,Data First,https://www.datafirst.in,"Data First
within Kukas Village
304025 Jaipur
Rajasthan, India",304025,Jaipur,Jaipur,Rajasthan,India,Not Specified,Tier 3,Not Specified
139,EverData Jaipur,Everdata Technologies Pvt. Ltd.,https://www.everdata.com,"Everdata Technologies Pvt. Ltd.
372, Gopalpura Bypass Rd
302018 Jaipur
Rajasthan, India",302018,Jaipur,Jaipur,Rajasthan,India,Not Specified,Not Specified,Not Specified
140,Go4Hosting Jaipur,Go4Hosting,https://go4hosting.in,"Go4Hosting
G1-227/228, H1 236-239, Export Promotion Industrial Park (EPIP)
302022 Jaipur
Rajasthan, India",302022,Jaipur,Jaipur,Rajasthan,India,Not Specified,Tier 3,Not Specified
141,Serverwala Cloud Data Centers pvt ltd.,Serverwala Cloud Data Centers Pvt. Ltd,https://www.serverwala.com,"Serverwala Cloud Data Centers Pvt. Ltd
Jaipur Electronic Market, Ridhi Sidhi
5th Floor
302018 Jaipur
Rajasthan, India",302018,Jaipur,Jaipur,Rajasthan,India,11,Tier 4,Not Specified
142,CtrlS Kolkata DC1,CtrlS Datacenters Ltd,https://www.ctrls.com,"CtrlS Datacenters Pvt Ltd
Action Area II, Newtown
700157 Kolkata
India",700157,Kolkata,Kolkata,West Bengal,India,60,Tier 4,"44,000 sq. ft."
143,GDC - Kolkata 1 Data Center,"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
2E/26, Diplomatic Enclave, Action Area 2E
Biswa Bangla Sarani, Newtown
700161 Kolkata
India",700161,Kolkata,Kolkata,West Bengal,India,40,Not Specified,55740 sq. m.
144,MegaHostZone Data Center,Megahostzone,https://www.megahostzone.com,"Megahostzone
8/5 Kantanagar Road
742102 Berhampore
West Bengal, India",742102,Kolkata,Kolkata,West Bengal,India,Not Specified,Not Specified,Not Specified
145,Nxtra Kolkata I,Nxtra by Airtel,https://www.nxtra.in,"Nxtra by Airtel
Action Area IIE
700157 New Town
India",700156,Kolkata,Kolkata,West Bengal,India,16,Not Specified,29625 sq. m.
146,STT Kolkata DC 1,STT GDC India,https://www.sttelemediagdc.com,"STT GDC India
Videsh Sanchar Bhavan, Ultadanga 1/18, CIT SCHME, VII M
700054 Kolkata
West Bengal, India",700054,Kolkata,Kolkata,West Bengal,India,2.4,Not Specified,48000 sq. ft.
147,STT Kolkata DC 2,STT GDC India,https://www.sttelemediagdc.com,"STT GDC India
within Bengal Silicon Valley Tech Hub
TBA Kolkata
India",700156,Kolkata,Kolkata,West Bengal,India,6,Not Specified,Not Specified
148,Sify Kolkata,Sify Technologies Ltd,https://www.sifytechnologies.com,"Sify Technologies Ltd
DLF IT park 1, Tower-C, Premises No-8 Block-AF, Major Arterial Road
2nd Floor
700156 Kolkata
Kolkata, India",700156,Kolkata,Kolkata,West Bengal,India,1.2,Tier 3,"15,000 sq. ft."
149,Stridx Kolkata CCU01,Stridx Technologies,https://mistlayer.com,"Stridx Technologies
within 10 kilometers from the Kolkata city
700054 Kolkata
West Bengal, India",700054,Kolkata,Kolkata,West Bengal,India,Not Specified,Not Specified,Not Specified
150,Tata Communications Kolkata,Tata Communications,https://www.tatacommunications.com,"Tata Communications
CIT Rd, CIT Scheme VII M
700054 Kolkata
West Bengal, India",700054,Kolkata,Kolkata,West Bengal,India,Not Specified,Tier 3,Not Specified
151,Yotta Kolkata Park,Yotta Data Services,https://yotta.com/data-center,"Yotta
Birla Rd, Hindmotor
712233 Uttarpara
India",712233,Kolkata,Kolkata,West Bengal,India,250,Not Specified,Not Specified
152,CtrlS Lucknow Edge DC1,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/lucknow-datacenter,"CtrlS Datacenters Pvt Ltd
Urbanac Business Park, Shaheed Path & Polytechnic Rd
5th Floor
226010 Lucknow
India",226010,Lucknow,Lucknow,Uttar Pradesh,India,Not Specified,Not Specified,Not Specified
