Slno,Data Center Name,Company Name,URL to Website,Address,Postal,City,Market,State,Country,Power (MW),Tier Design,Whitespace
153,Sify Lucknow,Sify Technologies Ltd,https://www.sifytechnologies.com,"Sify Technologies Ltd
within HCL IT City, Sultanpur Road
226002 Lucknow
India",226002,Lucknow,Lucknow,Uttar Pradesh,India,Not Specified,Not Specified,Not Specified
154,BSNL Ludhiana IDC,BSNL IDC,https://bsnl.co.in/en,"BSNL IDC
BSNL Telephone Exchange, Transport Nagar
141003 Ludhiana
Punjab, India",141003,Ludhiana,Ludhiana,Punjab,India,Not Specified,Not Specified,Not Specified
155,ESDS Mohali DC,ESDS Software Solution Pvt. Ltd.,https://www.esds.co.in,"ESDS Software Solution Pvt. Ltd.
Plot No. C, 184, Industrial Area, Sector 75
160071 Mohali
India",160071,Mohali,Ludhiana,Punjab,India,Not Specified,Tier 3,Not Specified
156,Seven Hills,Seven Hills Cloud Technology Private Limited,https://7hillscloud.in,"Seven Hills Cloud Technology Private Limited
#610, Appanthirupathy
625301 Madurai
India",625301,Madurai,Madurai,Tamil Nadu,India,Not Specified,Tier 3,2000  sq. ft.
157,Kennies IT Mohali,Kennies IT,https://kenniesit.com,"Kennies IT
Village Jansua, Near Gill Dhaba, Rajpura
140401 Mohali",140401,Rajpura,Mohali,Punjab,India,2,Tier 3,4600   sq. ft.
158,BSNL Mumbai IDC,BSNL IDC,https://bsnl.co.in,"BSNL IDC
MTNL Telephone Exchange Building, Fountain Building II, Fort
400001 Mumnai
Maharashtra, India",400001,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
159,"CapitaLand Data Centre, Mumbai 01",CapitaLand Data Centre,https://www.capitaland.com,"CapitaLand Data Centre
Plot No 14/2, 15, 37, TTC Industrial Area, MIDC Digha Naka Dighe
Tower 1
400708 Dighe
India",400708,Dighe,Mumbai,Maharashtra,India,108,Not Specified,Not Specified
160,"CapitaLand Data Centre, Mumbai 02",CapitaLand Data Centre,https://www.capitaland.com,"CapitaLand Data Centre
Plot No 14/2, 15, 37, TTC Industrial Area
Tower 2
400708 Airoli
India",400708,Airoli,Mumbai,Maharashtra,India,37,Not Specified,Not Specified
161,CtrlS Mumbai Campus,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-mumbai,"CtrlS Datacenters Pvt Ltd
Electronic Zone, MIDC Industrial Area
400710 Mumbai
India",400710,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
162,CtrlS Mumbai DC1,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-mumbai,"CtrlS Datacenters Pvt Ltd
TTC Industrial Area, South Central Road
Plot No. GEN 72/1/A
400710 Mumbai
Maharastra, India",400710,Mumbai,Mumbai,Maharashtra,India,20,Tier 4,296343 sq. ft.
163,CtrlS Mumbai DC2,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-mumbai,"CtrlS Datacenters Pvt Ltd
TTC Industrial Area, South Central Road
Plot No. GEN 72/1/A
400710 Mumbai
India",400710,Mumbai,Mumbai,Maharashtra,India,16,Tier 4,Not Specified
164,CtrlS Mumbai DC3,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-mumbai,"CtrlS Datacenters Pvt Ltd
DNA Rd, Electronic Zone, MIDC Industrial Area
400705 Mumbai
India",400705,Mumbai,Mumbai,Maharashtra,India,10,Tier 4,Not Specified
165,CtrlS Mumbai DC4,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-mumbai,"CtrlS Datacenters Pvt Ltd
55, TTC, Electronic Zone, MIDC Industrial Area
400705 Mumbai
India",400705,Mumbai,Mumbai,Maharashtra,India,36.75,Tier 4,Not Specified
166,CtrlS Mumbai DC5,CtrlS Datacenters Pvt Ltd,https://www.ctrls.com/datacenter-mumbai,"CtrlS Datacenters Pvt Ltd
Electronic Zone, MIDC Industrial Area
400705 Mumbai
India",400705,Mumbai,Mumbai,Maharashtra,India,30,Tier 4,Not Specified
167,Cyfuture Mumbai Data Center,Cyfuture Data Center,https://cyfuture.com,"Cyfuture Data Center
Plot No. EL-3, TTC Industrial Area, Electronic Zone
MIDC Industrial Area, Mahape
400710 Mumbai
Maharashtra, India",400710,Mumbai,Mumbai,Maharashtra,India,2,Not Specified,Not Specified
168,Digital Connexion Mumbai,Digital Connexion,https://digitalconnexion.com/india/mumbai,"Digital Connexion
B2-408 Boomerang Building, Chandivali Farm Road
400072 Mumbai
Maharashtra, India",400072,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
169,Digital Edge Mumbai BOM1,Digital Edge DC,https://www.digitaledgedc.com,"Digital Edge DC
within Thane
TBA Thane
India",400605,Thane,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
170,ESDS Airoli DC,ESDS Software Solution Pvt. Ltd.,https://www.esds.co.in,"ESDS Software Solution Pvt. Ltd.
202 B Wing, Central Rd N, Gavate Wadi, MIDC Industrial Area
400708 Airoli
India",400708,Airoli,Mumbai,Maharashtra,India,Not Specified,Tier 3,Not Specified
171,ESDS Mumbai DC,ESDS Software Solution Pvt. Ltd.,https://www.esds.co.in,Plot No. Gen 71/1 & 71/1/1,400710,Mumbai,Mumbai,Maharashtra,India,Not Specified,Tier 3,Not Specified
172,Equinix MB1,Equinix,https://www.equinix.com,"Equinix
Unit A-001, Boomerang, Chandivali Farm Road
400072 Andheri East
India",400072,Andheri East,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
173,Equinix MB2,Equinix,https://www.equinix.com,"Equinix
Plot No.37, Chandivali Farm Road
400072 Andheri East
India",400072,Andheri East,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
174,Equinix MB3,Equinix,https://www.equinix.com,"Equinix
Plot 15B, Chandivali Farm Road
400072 Chandivali
India",400072,Chandivali,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
175,EverData Mumbai,Everdata Technologies Pvt. Ltd.,https://www.everdata.com/data-center-mumbai,"Everdata Technologies Pvt. Ltd.
294, CST Road
400098 Mumbai
India",400098,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
176,GDC - Mumbai 2 Data Center,"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
Mehra Industrial Estate, LBS Marg
400079 Vikhroli (W)
Maharashtra, India",400079,Vikhroli (W),Mumbai,Maharashtra,India,2.4,Not Specified,3000 sq. m.
177,GDC - Mumbai 3 (BSE),"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
Phiroze Jeejeebhoy Towers, Kala Ghoda, Fort
400001 Mumbai
India",400001,Mumbai,Mumbai,Maharashtra,India,0.3,Not Specified,Not Specified
178,GDC - Mumbai 4 Data Center (Vikhroli IV),"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
Mehra Industrial Estate, Lal Bahadur Shastri Marg
400079 Vikhroli West
India",400079,Vikhroli West,Mumbai,Maharashtra,India,3,Not Specified,Not Specified
179,GDC - Mumbai 5 Data Center,"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
Lighthall C Wing, Hiranandani Business Park, Saki Vihar Rd
40008 Chandivali
India",400072,Chandivali,Mumbai,Maharashtra,India,12.5,Not Specified,27870sq. m.
180,GDC - Mumbai 6 Data Center,"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
Mehra Centre, Marwah Estate, Off Saki Vihar Road
2nd Floor
400072 Andheri (E)
Maharashtra, India",400072,Andheri (E),Mumbai,Maharashtra,India,19.2,Not Specified,8400 sq. m.
181,GDC - Mumbai 7 Data Center,"NTT DATA, Inc.",https://services.global.ntt,"NTT DATA, Inc.
Lighthall D Wing, Hiranandani Business Park, Saki Vihar Road
400072 Andheri
India",400072,Andheri,Mumbai,Maharashtra,India,25.6,Not Specified,10300  sq. m.
182,Go4Hosting Mumbai,Go4Hosting,https://go4hosting.in,"Go4Hosting
105, IJMIMA Commercial Complex, Link Road, Behind INFINITY Mall, Malad - West
400064 Mumbai
Maharashtra, India",400064,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
183,Iron Mountain Data Centers MUM-1,Iron Mountain Data Centers,https://www.ironmountain.com/data-centers/locations/mumbai-data-center,"Iron Mountain Data Centers
Sigma IT Park, Sector 8
400701 Rabale
India",400701,Rabale,Mumbai,Maharashtra,India,2,Tier 3,49999 sq. ft.
184,Iron Mountain Data Centers MUM-2,Iron Mountain Data Centers,https://www.ironmountain.com/data-centers/locations/mumbai-data-center,"Iron Mountain Data Centers
R202, Sec-8 Rabale
400701 Rabale
India",400701,Rabale,Mumbai,Maharashtra,India,6,Tier 3,120000  sq. ft.
185,Iron Mountain Data Centers MUM-3,Iron Mountain Data Centers,https://www.ironmountain.com,"Iron Mountain Data Centers
R-52, Central Rd N, Sector 8, MIDC Industrial Area
400701 Rabale
India",400701,Rabale,Mumbai,Maharashtra,India,85,Not Specified,Not Specified
186,Ishan Technologies Mumbai,Ishan Infotech Limited,https://ishantechnologies.com/data-center-services/colocation/mumbai,"Ishan Infotech Limited
Boomerang Building, Boomerang 310
3rd Floor, B2 wing
400072 Mumbai
India",400072,Mumbai,Mumbai,Maharashtra,India,Not Specified,Tier 3,Not Specified
187,Lumina Chandivali,Lumina CloudInfra Private Limited,https://www.luminadc.com,"Lumina CloudInfra Private Limited
within Chandivali
400072 Mumbai
India",400072,Mumbai,Mumbai,Maharashtra,India,60,Not Specified,Not Specified
188,NTT Balaji IT Park,"NTT DATA, Inc.",https://www.nttdata.com,"NTT DATA, Inc.
4, Sir Mathuradas Vasanji Rd
400059 Mumbai
India",400059,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
189,Nxtra Mumbai I,Nxtra by Airtel,https://www.sttelemediagdc.com,"Nxtra by Airtel
14, Thane - Belapur Rd, MIDC INDL Area
400708 Mumbai
India",400708,Mumbai,Mumbai,Maharashtra,India,8,Not Specified,Not Specified
190,Nxtra Mumbai II,Nxtra by Airtel,https://www.nxtra.in,"Nxtra by Airtel
B1069 Chandiwali Farm Road
400072 Mumbai
India",400072,Mumbai,Mumbai,Maharashtra,India,4,Not Specified,Not Specified
191,Nxtra Mumbai III,Nxtra by Airtel,https://www.nxtra.in,"Nxtra by Airtel
Khairane Rd, T.T.C. Industrial Area, Sector 2
400710 Navi Mumbai
India",400710,Navi Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
192,Princeton Digital MU1,Princeton Digital Group,https://princetondg.com,"Princeton Digital Group
Airoli Knowledge Park Rd, TTC Industrial Area
400708 Mumbai
India",400708,Mumbai,Mumbai,Maharashtra,India,48,Tier 3,Not Specified
193,Reliance IDC Mumbai #1,Reliance Data Center,https://www.relianceidc.com,"Reliance Data Center
Dhirubhai Ambani Knowledge City, MIDC Industrial Area
400710 Navi Mumbai
Maharashtra, India",400710,Navi Mumbai,Mumbai,Maharashtra,India,Not Specified,Tier 3,Not Specified
194,STT Mumbai DC 1,STT GDC India,https://www.sttelemediagdc.com,"STT GDC India
Lokmanya Videsh Sanchar Bhavan, Kashinath Dhuru Marg
400028 Mumbai
Maharashtra, India",400028,Mumbai,Mumbai,Maharashtra,India,4.8,Not Specified,"9,032  sq. m.."
195,STT Mumbai DC 2,STT GDC India,https://www.sttelemediagdc.com,"STT GDC India
Technopolis Knowledge Park, Mahakali Caves Road, Chakala
400093 Andheri
Maharashtra, India",400093,Andheri,Mumbai,Maharashtra,India,Not Specified,Not Specified,5977 sq. m.
196,STT Mumbai DC 3,STT GDC India,https://www.capitaland.com,"STT GDC India
Plot no. C21 & C36, G Block, Bandra Kurla Complex, MMRDA
400051 Bandra
Maharashtra, India",400051,Bandra,Mumbai,Maharashtra,India,9,Tier 3,"16,708 sq. m."
197,STT Palava,STT GDC India,https://www.sttelemediagdc.com,"STT Palava
STT GDC India
within Mumbai’s Palava region
421204 Palava
India",421204,Palava,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
198,"Sify Rabale, Navi Mumbai",Sify Technologies Ltd,https://www.sifytechnologies.com,"Sify Technologies Ltd
Reliable Techspace Plot No. 847/1/2, TTC Industrial Area
400701 Rabale
Maharashtra, India",400701,Rabale,Mumbai,Maharashtra,India,240,Tier 3,Not Specified
199,Strad Solutions Data Center,Strad Solutions,https://www.datacentermap.com/india/mumbai/strad-solutions/,"Strad Solutions
Oshiwara Industrial Center
400104 Mumbai
Maharashtra, India",400104,Mumbai,Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
200,Tata Communications Mumbai LVSB,Tata Communications,https://www.tatacommunications.com,"Tata Communications
Kashinath Dhuru Marg
400028 Mumbai
Maharashtra, India",400028,Mumbai,Mumbai,Maharashtra,India,Not Specified,Tier 3,Not Specified
201,Yotta Chandinvali DC Park,Yotta,https://yotta.com,"Yotta
121, Saki Vihar Rd
400076 Powai
India",400076,Powai,Mumbai,Maharashtra,India,70,Not Specified,Not Specified
202,Yotta Mumbai-Powai DC Park,Yotta,https://yotta.com,"Yotta
IIT Area, Hillside Rd
400076 Powai
India",400076,Powai,Mumbai,Maharashtra,India,50,Not Specified,Not Specified
203,Yotta NM1,Yotta,https://colocation.yotta.com,"Yotta
Survey No. 30, MH SH 76
Yotta Datacenter Park - Panvel Hiranandani Fortune City
410206 Panvel
India",410206,Panvel,Mumbai,Maharashtra,India,50,Tier 4,Not Specified
204,ixoraDC Mumbai,Aabasoft Technologies India Pvt Ltd,https://www.ixoradc.com,"Aabasoft Technologies India Pvt Ltd
501, Rupa Solitaire
Millennium Business Park, Mahape, NaviMumbai
400710 Mumbai
India",400710,Mumbai,Mumbai,Maharashtra,India,Not Specified,Tier 3,Not Specified
205,ESDS Nashik DC,ESDS Software Solution Pvt. Ltd.,https://www.esds.co.in,"ESDS Software Solution Pvt. Ltd.
Plot No. B- 24 & 25, NICE Industrial Area. Satpur MIDC
422 007 Nashik
Maharashtra, India",422 007,Nashik,Nashik,Maharashtra,India,Not Specified,Tier 3,Not Specified
206,MilesWeb Nashik,MilesWeb,https://www.milesweb.com,"MilesWeb
2, Soham Elite
Opposite Children Traffic Education Park
422002 Nashik
Maharashtra, India",422002,Nashik,Nashik,Maharashtra,India,Not Specified,Not Specified,Not Specified
207,AdaniConneX Mumbai,AdaniConneX,https://www.adaniconnex.com,"AdaniConneX
24 Thane - Belapur Rd, Reliance Corporate Park
MIDC Industrial Area, Ghansoli
400701 Navi Mumbai
India",400701,Navi Mumbai,Navi Mumbai,Maharashtra,India,100,Not Specified,Not Specified
208,Amazon AWS BOM - MIDC Industrial,Amazon AWS,https://aws.amazon.com/trust-center/data-center,"Amazon AWS
MIDC Industrial Area
400701 Rabale
India",400701,Rabale,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
209,Amazon AWS BOM - TTC Industrial,Amazon AWS,https://aws.amazon.com/trust-center/data-center,"Amazon AWS
within TTC Industrial Area
400708 Airoli
India",400708,Airoli,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
210,BDC BBY01,Bridge Data Centres,https://www.bridgedatacentres.com,"Bridge Data Centres
1, Digha Naka
400708 Navi Mumbai
India",400708,Navi Mumbai,Navi Mumbai,Maharashtra,India,20,Not Specified,32516  sq. m.
211,Colt Mumbai,Colt Technology Services,https://www.coltdatacentres.net/en-GB/our-locations/data-centre-locations-asia/mumbai,"Colt Technology Services
within Digha Naka, Dighe, Navi Mumbai, 400708 Dighe
India",400708,Dighe,Navi Mumbai,Maharashtra,India,120,Tier 3,62000 sq. m.
212,ESR Rabale MU1,ESR Group,https://www.esr.com/our-properties/data-centres,"ESR Group
Sector 8, MIDC Industrial Area
400701 Rabale
India",400701,Rabale,Navi Mumbai,Maharashtra,India,35,Not Specified,Not Specified
213,Equinix MB4,Equinix,https://www.equinix.com,"Equinix
Plot 5, Kalwa Industrial Area, Thane Airoli Road
400708 Navi Mumbai
India",400708,Navi Mumbai,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
214,EverYondr Mumbai 1,EverYondr,https://www.evercloud.in,"EverYondr
Plot D/31-32, Turbhe MIDC Road
TTC Industrial Area, 400703, Navi Mumbai
India",400703,Navi Mumbai,Navi Mumbai,Maharashtra,India,60,Not Specified,80000 sq. m.
215,GDC - Navi Mumbai 1 Data Center,NTT DATA  Inc.,https://services.global.ntt,"NTT DATA, Inc.
Electronic Zone, MIDC Industrial Area
400705 Mahape",400705,Mahape,Navi Mumbai,Maharashtra,India,30,Tier 3,37000 sq. m.
216,GDC - Navi Mumbai 2 Data Center,NTT DATA Inc.,https://services.global.ntt,"NTT DATA, Inc.
MIDC Rd
400708 Navi Mumbai
India",400701,Navi Mumbai,Navi Mumbai,Maharashtra,India,336,Not Specified,Not Specified
217,LNT NMP 1,L&T Cloudfiniti,https://larsentoubrovyoma.com,"L&T Cloudfiniti
W663+9GJ, Rees
410222 Rees
India",410222,Rees,Navi Mumbai,Maharashtra,India,2,Tier 3,1392 sq. m.
218,LNT NMP 2,L&T Cloudfiniti,https://lntcloudfiniti.com,"L&T Cloudfiniti
within the Mahape area of Navi Mumbai
400710 Mahape
India",400710,Mahape,Navi Mumbai,Maharashtra,India,30,Not Specified,35303 sq. m.
219,LeapSwitch Networks Mumbai,LeapSwitch Networks Private Limited,https://leapswitch.com,"LeapSwitch Networks Private Limited
Unit No 902, Sigma IT Park, Plot No R-203,204, Midc TTC Industrial Area
400701 Rabale
Maharashtra, India",400701,Rabale,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
220,Lumina Airoli,Lumina CloudInfra Private Limited,https://www.luminadc.com,"Lumina CloudInfra Private Limited
Plot 7&7A, MIDC Industrial Estate, Thane Belapur Road
400708 Airoli
India",400708,Airoli,Navi Mumbai,Maharashtra,India,60,Not Specified,Not Specified
221,Reliance IDC Mumbai #2,Reliance Data Center,https://www.relianceidc.com,"Reliance Data Center
DAKC Rd, Dhirubhai Ambani Knowledge City, MIDC Industrial Area
400710 Navi Mumbai
Maharashtra, India",400710,Navi Mumbai,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
222,Reliance IDC Mumbai #3,Reliance Data Center,https://www.relianceidc.com,"Reliance Data Center
NNOC Building, DAKC, Thane - Belapur Rd
400710 Navi Mumbai
India",400710,Navi Mumbai,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
223,Reliance IDC Mumbai #4,Reliance Data Center,https://www.relianceidc.com,"Reliance Data Center
DAKC Rd, DAKC, MIDC Industrial Area
400710 Navi Mumbai
India",400710,Navi Mumbai,Navi Mumbai,Maharashtra,India,Not Specified,Not Specified,Not Specified
